6/18/2013
11:07 AM
3454423658.007000
101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	201	202	203	204	205	206	207	208	209	210	211	212	213	101 Time	102 Time	103 Time	104 Time	105 Time	106 Time	107 Time	108 Time	109 Time	110 Time	111 Time	112 Time	113 Time	114 Time	115 Time	116 Time	117 Time	118 Time	119 Time	120 Time	201 Time	202 Time	203 Time	204 Time	205 Time	206 Time	207 Time	208 Time	209 Time	210 Time	211 Time	212 Time	213 Time	
24.126000	20.654000	20.964000	21.015000	21.053000	21.086000	22.077000	21.793000	21.322000	21.337000	21.433000	21.359000	21.321000	21.258000	21.276000	21.253000	21.289000	21.184000	21.247000	21.384000	20.993000	21.461000	20.836000	5.374000	20.845000	21.436000	20.909000	21.004000	21.066000	21.146000	21.249000	21.210000	21.293000	0.000000	0.037000	0.075000	0.113000	0.151000	0.189000	0.227000	0.265000	0.302000	0.340000	0.378000	0.416000	0.454000	0.492000	0.530000	0.568000	0.606000	0.644000	0.681000	0.719000	0.759000	0.796000	0.834000	0.872000	0.910000	0.948000	0.986000	1.024000	1.062000	1.100000	1.137000	1.175000	1.213000
23.910000	20.647000	20.978000	21.011000	21.049000	21.070000	22.063000	21.773000	21.312000	21.324000	21.420000	21.352000	21.331000	21.268000	21.272000	21.257000	21.300000	21.180000	21.257000	21.381000	20.973000	21.464000	20.859000	5.347000	20.855000	21.436000	20.923000	21.011000	21.100000	21.149000	21.279000	21.246000	21.293000	5.984000	6.022000	6.060000	6.098000	6.136000	6.174000	6.212000	6.250000	6.288000	6.326000	6.363000	6.401000	6.439000	6.477000	6.515000	6.553000	6.591000	6.629000	6.667000	6.705000	6.744000	6.782000	6.820000	6.858000	6.896000	6.933000	6.971000	7.009000	7.047000	7.085000	7.123000	7.161000	7.199000
23.853000	20.661000	20.988000	20.998000	21.046000	21.073000	22.033000	21.769000	21.305000	21.294000	21.427000	21.345000	21.318000	21.268000	21.265000	21.240000	21.279000	21.180000	21.257000	21.387000	20.969000	21.461000	20.846000	5.360000	20.835000	21.446000	20.916000	20.988000	21.090000	21.169000	21.283000	21.206000	21.273000	11.984000	12.022000	12.060000	12.098000	12.136000	12.174000	12.212000	12.250000	12.287000	12.325000	12.363000	12.401000	12.439000	12.477000	12.515000	12.553000	12.590000	12.628000	12.666000	12.704000	12.744000	12.782000	12.820000	12.858000	12.895000	12.933000	12.971000	13.009000	13.047000	13.085000	13.123000	13.161000	13.199000
23.763000	20.674000	20.985000	21.038000	21.063000	21.083000	22.046000	21.769000	21.305000	21.320000	21.413000	21.335000	21.341000	21.274000	21.279000	21.240000	21.296000	21.177000	21.263000	21.387000	20.949000	21.471000	20.836000	5.395000	20.839000	21.433000	20.906000	20.991000	21.083000	21.153000	21.286000	21.240000	21.279000	17.984000	18.022000	18.060000	18.098000	18.136000	18.174000	18.212000	18.249000	18.287000	18.325000	18.363000	18.401000	18.439000	18.477000	18.515000	18.553000	18.591000	18.628000	18.667000	18.705000	18.744000	18.782000	18.820000	18.858000	18.896000	18.934000	18.971000	19.009000	19.047000	19.085000	19.123000	19.161000	19.199000
23.652000	20.661000	20.978000	21.021000	21.066000	21.076000	22.033000	21.742000	21.325000	21.304000	21.410000	21.352000	21.338000	21.268000	21.262000	21.247000	21.306000	21.167000	21.250000	21.381000	20.936000	21.471000	20.862000	5.378000	20.825000	21.426000	20.903000	20.988000	21.090000	21.183000	21.286000	21.243000	21.286000	23.984000	24.022000	24.060000	24.098000	24.136000	24.174000	24.211000	24.249000	24.287000	24.325000	24.363000	24.401000	24.439000	24.477000	24.514000	24.552000	24.590000	24.628000	24.666000	24.704000	24.744000	24.781000	24.819000	24.857000	24.895000	24.933000	24.971000	25.009000	25.047000	25.084000	25.122000	25.160000	25.198000
23.599000	20.651000	20.961000	20.995000	21.036000	21.080000	22.013000	21.739000	21.329000	21.290000	21.427000	21.355000	21.311000	21.264000	21.245000	21.240000	21.303000	21.184000	21.267000	21.394000	20.929000	21.461000	20.825000	5.374000	20.832000	21.419000	20.909000	20.991000	21.080000	21.159000	21.290000	21.223000	21.266000	29.984000	30.022000	30.060000	30.098000	30.136000	30.174000	30.212000	30.250000	30.287000	30.325000	30.363000	30.401000	30.439000	30.477000	30.515000	30.553000	30.591000	30.629000	30.666000	30.704000	30.744000	30.782000	30.820000	30.857000	30.895000	30.933000	30.971000	31.009000	31.047000	31.085000	31.123000	31.160000	31.198000
23.518000	20.654000	20.968000	21.011000	21.056000	21.076000	22.000000	21.749000	21.322000	21.297000	21.427000	21.339000	21.311000	21.284000	21.272000	21.253000	21.303000	21.180000	21.253000	21.387000	20.922000	21.457000	20.849000	5.384000	20.829000	21.419000	20.913000	20.991000	21.076000	21.169000	21.273000	21.230000	21.273000	35.984000	36.022000	36.060000	36.098000	36.136000	36.174000	36.212000	36.250000	36.287000	36.325000	36.363000	36.401000	36.439000	36.477000	36.515000	36.553000	36.591000	36.629000	36.666000	36.704000	36.744000	36.782000	36.820000	36.858000	36.896000	36.933000	36.971000	37.009000	37.047000	37.085000	37.123000	37.161000	37.198000
23.452000	20.654000	20.964000	21.011000	21.059000	21.063000	21.993000	21.726000	21.325000	21.284000	21.437000	21.339000	21.321000	21.244000	21.276000	21.230000	21.300000	21.180000	21.257000	21.374000	20.909000	21.441000	20.836000	5.398000	20.829000	21.429000	20.909000	20.981000	21.090000	21.142000	21.300000	21.206000	21.279000	41.984000	42.022000	42.060000	42.098000	42.136000	42.174000	42.211000	42.249000	42.287000	42.325000	42.363000	42.401000	42.439000	42.477000	42.514000	42.552000	42.590000	42.628000	42.666000	42.704000	42.744000	42.782000	42.820000	42.857000	42.895000	42.933000	42.971000	43.009000	43.047000	43.085000	43.123000	43.161000	43.198000
23.401000	20.644000	20.964000	21.005000	21.059000	21.063000	21.976000	21.739000	21.302000	21.310000	21.403000	21.345000	21.308000	21.261000	21.259000	21.253000	21.300000	21.190000	21.267000	21.384000	20.898000	21.443000	20.838000	5.374000	20.815000	21.429000	20.916000	20.998000	21.077000	21.157000	21.297000	21.231000	21.284000	47.984000	48.022000	48.060000	48.098000	48.136000	48.174000	48.211000	48.249000	48.287000	48.325000	48.363000	48.401000	48.439000	48.477000	48.515000	48.552000	48.590000	48.628000	48.666000	48.704000	48.744000	48.782000	48.820000	48.858000	48.895000	48.933000	48.972000	49.009000	49.047000	49.085000	49.123000	49.161000	49.199000
23.344000	20.647000	20.988000	20.991000	21.049000	21.066000	21.980000	21.719000	21.312000	21.274000	21.420000	21.355000	21.315000	21.281000	21.286000	21.240000	21.289000	21.187000	21.253000	21.391000	20.890000	21.432000	20.830000	5.414000	20.835000	21.426000	20.907000	20.979000	21.098000	21.154000	21.292000	21.242000	21.289000	53.984000	54.022000	54.060000	54.098000	54.136000	54.174000	54.211000	54.249000	54.287000	54.325000	54.363000	54.401000	54.439000	54.477000	54.515000	54.553000	54.590000	54.628000	54.666000	54.704000	54.744000	54.782000	54.819000	54.857000	54.895000	54.933000	54.971000	55.009000	55.047000	55.085000	55.122000	55.160000	55.198000
